lr-SGD,step,val_loss,val_acc,val_f1,val_auroc,epoch,train_loss,train_acc,train_f1,train_auroc,train_lr
0.1,0,,,,,,,,,,
,1093,0.6522344350814819,0.6024543642997742,0.54730224609375,0.6021265983581543,0,,,,,
,1093,,,,,0,0.7105886340141296,0.5786939263343811,0.5603567361831665,0.5795270204544067,0.10000329464673996
0.1,1094,,,,,,,,,,
,2187,0.6535288095474243,0.593619167804718,0.6523962020874023,0.5940414667129517,1,,,,,
,2187,,,,,1,0.6471397280693054,0.6096249222755432,0.5914559960365295,0.6108023524284363,0.10000329464673996
0.1,2188,,,,,,,,,,
,3281,0.6268733143806458,0.6305056214332581,0.6369789242744446,0.6306491494178772,2,,,,,
,3281,,,,,2,0.633590579032898,0.6260402202606201,0.6071227788925171,0.62746661901474,0.10000329464673996
0.1,3282,,,,,,,,,,
,4375,0.6218805909156799,0.6415882110595703,0.5969929099082947,0.6413975358009338,3,,,,,
,4375,,,,,3,0.6273954510688782,0.6322078704833984,0.6125806570053101,0.6337262988090515,0.10000329464673996
0.1,4376,,,,,,,,,,
,5469,0.6194600462913513,0.6396023631095886,0.6271940469741821,0.6396712064743042,4,,,,,
,5469,,,,,4,0.6236259937286377,0.6363617181777954,0.6168616414070129,0.6379486322402954,0.10000329464673996
0.1,5470,,,,,,,,,,
,6563,0.6168373823165894,0.6444301605224609,0.6058729290962219,0.6443517804145813,5,,,,,
,6563,,,,,5,0.6209331750869751,0.6393324136734009,0.6194455027580261,0.6409383416175842,0.10000329464673996
0.1,6564,,,,,,,,,,
,7657,0.6182064414024353,0.645440936088562,0.5755420327186584,0.645226240158081,6,,,,,
,7657,,,,,6,0.6186584234237671,0.6416747570037842,0.621558427810669,0.6433338522911072,0.10000329464673996
0.1,7658,,,,,,,,,,
,8751,0.6142035126686096,0.6444301605224609,0.6211249232292175,0.644379198551178,7,,,,,
,8751,,,,,7,0.6168862581253052,0.6437623500823975,0.6234970092773438,0.645438015460968,0.10000329464673996
0.1,8752,,,,,,,,,,
,9845,0.6152567267417908,0.6401017904281616,0.6382805109024048,0.6402029395103455,8,,,,,
,9845,,,,,8,0.6153780221939087,0.6453715562820435,0.6249148845672607,0.6470779180526733,0.10000329464673996
0.1,9846,,,,,,,,,,
,10939,0.6125665903091431,0.6446323394775391,0.632099986076355,0.6446682214736938,9,,,,,
,10939,,,,,9,0.6137164235115051,0.6464855670928955,0.6253513097763062,0.6482833027839661,0.10000329464673996
0.010000000000000002,10940,,,,,,,,,,
,12033,0.6066465973854065,0.6451911926269531,0.6521174311637878,0.6453515291213989,10,,,,,
,12033,,,,,10,0.605736255645752,0.6536481976509094,0.6318024396896362,0.6556693911552429,0.010000152513384819
0.010000000000000002,12034,,,,,,,,,,
,13127,0.6065593957901001,0.644442081451416,0.6532276272773743,0.6445871591567993,11,,,,,
,13127,,,,,11,0.6045346856117249,0.654971718788147,0.6323872804641724,0.6570630073547363,0.010000152513384819
0.010000000000000002,13128,,,,,,,,,,
,14221,0.6063612103462219,0.6445252895355225,0.6536261439323425,0.6447044610977173,12,,,,,
,14221,,,,,12,0.6039825081825256,0.6554120779037476,0.6325891613960266,0.6575484871864319,0.010000152513384819
0.010000000000000002,14222,,,,,,,,,,
,15315,0.6064391136169434,0.6448582410812378,0.6555155515670776,0.6450182795524597,13,,,,,
,15315,,,,,13,0.6035155057907104,0.655690610408783,0.6327597498893738,0.6578339338302612,0.010000152513384819
0.010000000000000002,15316,,,,,,,,,,
,16409,0.6068512201309204,0.6433956623077393,0.6570059061050415,0.6435813903808594,14,,,,,
,16409,,,,,14,0.6030890345573425,0.6562809348106384,0.6332229971885681,0.6584118008613586,0.010000152513384819
0.010000000000000002,16410,,,,,,,,,,
,17503,0.6066533327102661,0.6437166929244995,0.6573256254196167,0.6438851356506348,15,,,,,
,17503,,,,,15,0.6026830077171326,0.6564523577690125,0.6332767009735107,0.6585878133773804,0.010000152513384819
0.010000000000000002,17504,,,,,,,,,,
,18597,0.6068229079246521,0.6430864930152893,0.6579551100730896,0.6432451009750366,16,,,,,
,18597,,,,,16,0.602311372756958,0.6569212675094604,0.6336634159088135,0.6590551733970642,0.010000152513384819
0.010000000000000002,18598,,,,,,,,,,
,19691,0.606788158416748,0.6430151462554932,0.6584210395812988,0.6432012915611267,17,,,,,
,19691,,,,,17,0.6019653677940369,0.6572569012641907,0.6338780522346497,0.6594055891036987,0.010000152513384819
0.010000000000000002,19692,,,,,,,,,,
,20785,0.6069846749305725,0.6424919366836548,0.6587617993354797,0.6427123546600342,18,,,,,
,20785,,,,,18,0.6016263365745544,0.6575616002082825,0.6340451240539551,0.6597344875335693,0.010000152513384819
0.010000000000000002,20786,,,,,,,,,,
,21879,0.6070838570594788,0.6423373222351074,0.658936083316803,0.6425653696060181,19,,,,,
,21879,,,,,19,0.6013002395629883,0.6578472256660461,0.63422030210495,0.660038948059082,0.010000152513384819
0.0010000000000000002,21880,,,,,,,,,,
,22973,0.5997648239135742,0.6585568785667419,0.6306983828544617,0.658450186252594,20,,,,,
,22973,,,,,20,0.599401593208313,0.6594921350479126,0.6353226900100708,0.6617249846458435,0.0009999831672757864
0.0010000000000000002,22974,,,,,,,,,,
,24067,0.5997189283370972,0.6587709188461304,0.630873441696167,0.6586571335792542,21,,,,,
,24067,,,,,21,0.5992391705513,0.6598396301269531,0.6363703012466431,0.6620787978172302,0.0009999831672757864
0.0010000000000000002,24068,,,,,,,,,,
,25161,0.5996895432472229,0.6587233543395996,0.6311737895011902,0.6586368083953857,22,,,,,
,25161,,,,,22,0.5991590023040771,0.6599538922309875,0.6364964842796326,0.6621885299682617,0.0009999831672757864
0.0010000000000000002,25162,,,,,,,,,,
,26255,0.5996533036231995,0.6588422656059265,0.6307117938995361,0.6587318778038025,23,,,,,
,26255,,,,,23,0.5990923643112183,0.6600633859634399,0.6365897059440613,0.6622952818870544,0.0009999831672757864
0.0010000000000000002,26256,,,,,,,,,,
,27349,0.5996284484863281,0.658568799495697,0.6314640045166016,0.6584731936454773,24,,,,,
,27349,,,,,24,0.599030077457428,0.660158634185791,0.6366726160049438,0.6623855233192444,0.0009999831672757864
0.0010000000000000002,27350,,,,,,,,,,
,28443,0.59959876537323,0.6587233543395996,0.6311836242675781,0.6586098670959473,25,,,,,
,28443,,,,,25,0.5989714860916138,0.6602110266685486,0.6367116570472717,0.6624345779418945,0.0009999831672757864
0.0010000000000000002,28444,,,,,,,,,,
,29537,0.5995758175849915,0.6586877107620239,0.6313442587852478,0.658581554889679,26,,,,,
,29537,,,,,26,0.5989166498184204,0.660244345664978,0.6367557048797607,0.6624659299850464,0.0009999831672757864
0.0010000000000000002,29538,,,,,,,,,,
,30631,0.599551796913147,0.6586877107620239,0.6314897537231445,0.6585841774940491,27,,,,,
,30631,,,,,27,0.5988644361495972,0.6602705121040344,0.6367544531822205,0.6624950170516968,0.0009999831672757864
0.0010000000000000002,30632,,,,,,,,,,
,31725,0.5995365381240845,0.6587947010993958,0.6313413977622986,0.6586897969245911,28,,,,,
,31725,,,,,28,0.5988106727600098,0.6603133678436279,0.6368333101272583,0.6625419855117798,0.0009999831672757864
0.0010000000000000002,31726,,,,,,,,,,
,32819,0.5995199680328369,0.6588422656059265,0.6320486068725586,0.6587544679641724,29,,,,,
,32819,,,,,29,0.5987588167190552,0.6604418754577637,0.6369608044624329,0.6626680493354797,0.0009999831672757864
0.00010000000000000003,32820,,,,,,,,,,
,33913,0.6000487208366394,0.6585806608200073,0.6266152262687683,0.6584166288375854,30,,,,,
,33913,,,,,30,0.5984949469566345,0.6603704690933228,0.6374380588531494,0.6626269817352295,9.999796748161316e-05
0.00010000000000000003,33914,,,,,,,,,,
,35007,0.6000248193740845,0.6585568785667419,0.6265857219696045,0.6583815813064575,31,,,,,
,35007,,,,,31,0.5984675288200378,0.660627543926239,0.6370258927345276,0.662864089012146,9.999796748161316e-05
0.00010000000000000003,35008,,,,,,,,,,
,36101,0.6000044345855713,0.6587828397750854,0.626788854598999,0.6586201786994934,32,,,,,
,36101,,,,,32,0.5984580516815186,0.6606490015983582,0.6370033025741577,0.6628909111022949,9.999796748161316e-05
0.00010000000000000003,36102,,,,,,,,,,
,37195,0.6000007390975952,0.6587828397750854,0.6267591118812561,0.6586192846298218,33,,,,,
,37195,,,,,33,0.5984506607055664,0.6606394648551941,0.6370002627372742,0.6628857851028442,9.999796748161316e-05
0.00010000000000000003,37196,,,,,,,,,,
,38289,0.5999923944473267,0.6588898301124573,0.6269169449806213,0.6587202548980713,34,,,,,
,38289,,,,,34,0.5984438061714172,0.6606751680374146,0.6370425820350647,0.6629230380058289,9.999796748161316e-05
0.00010000000000000003,38290,,,,,,,,,,
,39383,0.5999892354011536,0.658877968788147,0.6268984079360962,0.6587022542953491,35,,,,,
,39383,,,,,35,0.5984377861022949,0.660713255405426,0.6370849013328552,0.6629629731178284,9.999796748161316e-05
0.00010000000000000003,39384,,,,,,,,,,
,40477,0.5999857783317566,0.6588184833526611,0.6270089745521545,0.6586335301399231,36,,,,,
,40477,,,,,36,0.5984318852424622,0.660715639591217,0.6370864510536194,0.6629680395126343,9.999796748161316e-05
0.00010000000000000003,40478,,,,,,,,,,
,41571,0.5999857783317566,0.6589730978012085,0.626912534236908,0.6587990522384644,37,,,,,
,41571,,,,,37,0.5984256863594055,0.6607465744018555,0.637117862701416,0.6629959940910339,9.999796748161316e-05
0.00010000000000000003,41572,,,,,,,,,,
,42665,0.5999805331230164,0.658937394618988,0.6269959211349487,0.6587511897087097,38,,,,,
,42665,,,,,38,0.598420262336731,0.6607537269592285,0.6371221542358398,0.663003146648407,9.999796748161316e-05
0.00010000000000000003,42666,,,,,,,,,,
,43759,0.5999805927276611,0.6588898301124573,0.626800537109375,0.6587129831314087,39,,,,,
,43759,,,,,39,0.5984135270118713,0.6607489585876465,0.6371185779571533,0.6629989147186279,9.999796748161316e-05
